,Name,RA2000,DEC2000,MWA_072-103_S,MWA_072-103_dS,MWA_103-134_S,MWA_103-134_dS,MWA_139-170_S,MWA_139-170_dS,MWA_170-231_S,MWA_170-231_dS,MOST_70cm_S,MOST_70cm_dS,SUMSS_40cm_S,SUMSS_40cm_dS,ATCA_20cm_S,ATCA_20cm_dS,PMN_6cm_S,PMN_6cm_dS,ATCA_6cm_S,ATCA_6cm_dS,AT20G_6cm_S,AT20G_6cm_dS,ATCA_3cm_S,ATCA_3cm_dS,AT20G_3cm_S,AT20G_3cm_dS,AT20G_2cm_S,AT20G_2cm_dS,alpha,alpha_err,alpha_N
6246,045804-635511,04:58:04.56,-63:55:11.6,,,,,,,,,,,19.9,1.2,10.6,1.1,,,,,,,,,,,,,-1.25,0.36,2
6247,045813-693728,04:58:13.78,-69:37:28.2,,,,,,,,,,,30.3,1.4,20.1,2.0,,,5.75,0.63,,,2.70,0.28,,,,,-1.029,0.054,4
6248,050325-725841,05:03:25.68,-72:58:41.2,600,56,568,30,474,18,403,13,,,144.1,6.3,63.9,6.4,32.0,6.0,,,,,,,,,,,-0.78,0.14,7
6249,045813-744535,04:58:13.03,-74:45:36.0,,,184,32,184,25,168,18,,,38.7,1.6,,,,,,,,,,,,,,,-0.86,0.32,4
6250,045819-690315,04:58:19.49,-69:03:15.5,,,,,,,,,,,17.7,1.1,10.4,1.1,,,,,,,,,,,,,-1.05,0.37,2
6251,045820-661420,04:58:20.04,-66:14:20.8,,,,,,,,,,,23.2,1.7,12.5,1.6,,,,,,,,,,,,,-1.22,0.62,2
6252,045823-645828,04:58:23.76,-64:58:28.6,,,,,,,,,,,9.2,1.5,1.63,0.16,,,,,,,,,,,,,-3.41,0.72,2
6253,045824-702307,04:58:24.77,-70:23:07.8,,,,,,,,,,,,,8.6,1.0,,,,,,,,,,,,,,,
6254,045826-680927,04:58:26.88,-68:09:27.7,,,,,,,100,20,,,23.0,1.0,14.8,1.5,,,2.58,0.48,,,,,,,,,-1.14,0.30,4
6255,045829-721132,04:58:28.99,-72:11:31.9,,,,,,,,,,,6.1,1.0,3.31,0.38,,,,,,,,,,,,,-1.20,0.60,2
6256,045830-631602,04:58:30.17,-63:16:03.0,,,132,34,129,15,81,15,,,15.40,0.90,10.0,1.0,,,,,,,,,,,,,-1.12,0.30,5
6257,045831-742002,04:58:31.20,-74:20:02.0,,,,,83,15,70,11,,,24.7,1.1,15.4,1.5,,,,,,,,,,,,,-0.76,0.29,4
6258,045832-665839,04:58:32.69,-66:58:39.7,,,,,,,,,,,,,6.28,0.63,,,,,,,,,,,,,,,
6259,043755-730300,04:37:55.27,-73:03:01.1,,,112,17,186,21,143,15,,,37.4,1.4,23.4,2.3,,,,,,,,,,,,,-0.78,0.19,5
6260,045836-744731,04:58:36.24,-74:47:31.2,,,,,,,,,,,14.2,1.1,,,,,,,,,,,,,,,,,
6261,045844-655915,04:58:44.52,-65:59:15.7,,,,,,,,,,,,,3.86,0.46,,,,,,,,,,,,,,,
6262,045844-665740,04:58:44.30,-66:57:40.3,645,95,,,420,21,382,18,,,136.6,4.3,64.1,6.4,,,22.5,2.3,,,9.46,0.98,,,,,-0.90,0.11,7
6263,045846-670538,04:58:46.49,-67:05:38.4,,,349,36,273,20,214,14,,,110.5,3.5,68.8,6.9,,,24.1,2.4,,,14.1,1.4,,,,,-0.718,0.081,7
6264,045847-661630,04:58:47.81,-66:16:30.4,740,140,524,70,333,39,215,31,,,53.3,2.1,31.3,3.1,,,4.65,0.77,,,3.14,0.58,,,,,-1.19,0.14,8
6265,045848-702728,04:58:48.77,-70:27:28.1,,,,,,,,,,,9.5,1.2,3.54,0.54,,,,,,,,,,,,,-1.95,0.63,2
6266,045848-711440,04:58:48.89,-71:14:40.2,,,,,88,17,87,19,,,25.9,2.0,15.6,1.6,,,5.03,0.55,,,,,,,,,-0.85,0.22,5
6267,045852-705628,04:58:52.49,-70:56:28.0,,,,,,,,,,,8.50,0.80,4.94,0.53,,,,,,,,,,,,,-1.07,0.42,2
6268,045853-704528,04:58:53.28,-70:45:28.1,,,,,,,,,,,8.90,0.90,5.16,0.57,,,,,,,,,,,,,-1.08,0.46,2
6269,045909-661600,04:59:09.98,-66:16:00.1,,,,,,,,,,,,,8.5,1.4,,,,,,,,,,,,,,,
6270,060743-711929,06:07:43.10,-71:19:29.3,,,239,34,187,20,144,15,,,54.3,2.0,33.9,3.4,,,,,,,,,,,,,-0.77,0.20,5
6271,045916-660948,04:59:16.58,-66:09:48.2,,,,,,,,,,,,,4.54,0.50,,,,,,,,,,,,,,,
6272,045918-624440,04:59:18.19,-62:44:40.9,,,,,,,,,,,15.4,1.3,,,,,,,,,,,,,,,,,
6273,045926-704748,04:59:26.57,-70:47:48.8,,,,,,,,,,,12.00,0.90,8.49,0.88,,,2.28,0.31,,,,,,,,,-0.970,0.099,3
6274,045928-692708,04:59:28.97,-69:27:08.3,,,,,,,,,,,21.6,1.2,13.0,1.3,,,2.32,0.38,,,,,,,,,-1.30,0.10,3
6275,045940-624832,04:59:40.06,-62:48:32.4,219,56,224,23,165,13,145,12,,,36.9,1.5,,,,,,,,,,,,,,,-0.84,0.38,5
6276,045940-695504,04:59:40.34,-69:55:05.2,910,110,790,57,692,34,637,23,,,206.9,6.3,130,13,,,35.6,3.6,,,16.8,1.7,,,,,-0.862,0.090,8
6277,045946-664137,04:59:46.63,-66:41:37.7,,,,,,,,,,,21.7,1.2,14.3,1.4,,,3.34,0.48,,,,,,,,,-1.09,0.11,3
6278,045948-692408,04:59:48.91,-69:24:08.6,,,372,87,262,50,196,30,,,34.0,1.4,16.7,1.7,,,3.56,0.46,,,,,,,,,-1.25,0.16,6
6279,045954-710739,04:59:54.86,-71:07:40.1,,,,,,,,,,,61.3,2.0,47.7,4.8,,,20.5,2.1,,,7.06,0.75,,,,,-0.875,0.050,4
6280,045956-683544,04:59:56.30,-68:35:44.1,,,,,,,,,,,8.5,1.0,3.72,0.42,,,,,,,,,,,,,-1.63,0.52,2
6281,045413-730224,04:54:13.73,-73:02:24.4,372,54,303,30,222,19,203,15,,,38.1,2.8,22.5,2.3,,,,,,,,,,,,,-1.04,0.18,6
6282,045957-701941,04:59:57.72,-70:19:41.2,,,,,225,28,,,,,37.3,1.6,,,,,7.24,0.81,,,,,,,,,-1.00,0.20,3
6283,050000-712251,05:00:00.79,-71:22:51.6,,,,,,,,,,,8.30,0.70,3.59,0.41,,,,,,,,,,,,,-1.65,0.38,2
6284,050003-654715,05:00:03.48,-65:47:15.7,,,,,,,,,,,,,3.01,0.31,,,,,,,,,,,,,,,
6285,050006-665413,05:00:06.46,-66:54:13.7,,,,,,,,,,,6.6,1.1,3.87,0.48,,,,,,,,,,,,,-1.06,0.65,2
6286,050014-701920,05:00:14.26,-70:19:20.3,,,,,,,,,,,11.5,1.5,7.19,0.72,,,,,,,,,,,,,-0.93,0.63,2
6287,050016-695451,05:00:16.49,-69:54:51.8,,,,,,,,,,,8.9,1.4,3.34,0.49,,,,,,,,,,,,,-1.94,0.73,2
6288,050018-694856,05:00:18.29,-69:48:56.2,,,,,,,,,,,17.8,1.1,10.9,1.1,,,2.50,0.39,,,,,,,,,-1.13,0.11,3
6289,050030-674141,05:00:30.60,-67:41:41.6,617,84,528,39,389,20,297,18,,,86.3,2.8,49.2,4.9,,,15.6,1.6,,,5.62,0.64,,,,,-0.991,0.089,8
6290,050033-632540,05:00:33.53,-63:25:41.2,,,,,92,14,100,15,,,30.0,1.2,18.6,1.9,,,,,,,,,,,,,-0.77,0.26,4
6291,050039-700311,05:00:39.96,-70:03:11.2,,,,,,,,,,,16.3,1.1,8.89,0.94,,,,,,,,,,,,,-1.20,0.40,2
6292,053344-721623,05:33:44.98,-72:16:25.0,,,371,29,338,19,293,14,,,154.8,4.7,159,16,134.0,9.0,17.2,1.8,238,12,,,236,12,180.0,9.0,-0.215,0.060,8
6293,050050-680346,05:00:50.83,-68:03:46.1,,,,,124,18,112,18,,,51.2,1.7,33.6,3.4,,,11.7,1.2,,,6.38,0.71,,,,,-0.73,0.14,6
6294,050059-704231,05:00:59.90,-70:42:31.3,,,,,,,,,,,10.2,1.1,7.77,0.81,,,2.19,0.31,,,,,,,,,-0.91,0.13,3
6295,050102-694314,05:01:02.35,-69:43:14.5,,,,,,,,,,,18.5,1.1,12.0,1.2,,,3.37,0.40,,,,,,,,,-0.983,0.095,3
6296,050104-704758,05:01:04.39,-70:47:58.6,,,,,,,,,,,6.20,0.80,3.61,0.44,,,,,,,,,,,,,-1.07,0.50,2
6297,050107-691750,05:01:07.01,-69:17:49.9,,,,,199,30,166,22,,,46.5,1.7,25.3,2.6,,,1.19,0.12,,,,,,,,,-1.40,0.19,5
6298,050115-653758,05:01:15.31,-65:37:58.1,,,,,,,,,,,,,8.21,0.96,,,,,,,,,,,,,,,
6299,050116-691700,05:01:16.73,-69:17:01.0,,,,,,,,,,,,,,,,,4.25,0.43,,,5.73,0.82,,,,,0.51,0.31,2
6300,050116-715539,05:01:16.32,-71:55:39.3,,,,,,,,,,,17.9,1.0,11.4,1.2,,,3.41,0.43,,,,,,,,,-0.951,0.094,3
6301,050117-631131,05:01:17.59,-63:11:31.2,,,,,,,,,,,16.30,0.90,10.3,1.1,,,,,,,,,,,,,-0.90,0.33,2
6302,050119-650248,05:01:19.58,-65:02:48.1,,,,,,,,,,,6.5,1.1,1.95,0.20,,,,,,,,,,,,,-2.38,0.63,2
6303,061402-733801,06:14:02.40,-73:38:02.1,,,189,40,160,19,132,13,,,46.4,1.6,27.8,2.8,,,,,,,,,,,,,-0.77,0.27,5
6304,045802-725726,04:58:02.45,-72:57:26.6,383,65,331,29,266,19,265,16,,,52.9,1.9,29.1,2.9,,,,,,,,,,,,,-0.96,0.20,6
6305,050119-693849,05:01:19.46,-69:38:49.9,,,,,,,,,,,8.4,1.3,5.46,0.71,,,,,,,,,,,,,-0.85,0.71,2
6306,050119-711910,05:01:19.54,-71:19:10.9,,,,,,,,,,,,,2.51,0.40,,,,,,,,,,,,,,,
6307,050126-632641,05:01:26.71,-63:26:41.6,,,,,,,,,,,13.70,0.90,9.00,0.94,,,,,,,,,,,,,-0.83,0.36,2
6308,050147-664947,05:01:47.59,-66:49:47.3,,,,,,,,,,,32.7,1.4,28.9,2.9,,,16.5,1.7,,,7.82,0.82,,,,,-0.580,0.054,4
6309,050150-690221,05:01:50.66,-69:02:21.8,,,,,,,,,,,29.5,1.3,22.9,2.3,,,4.52,0.45,,,,,,,,,-1.12,0.12,3
6310,050207-641550,05:02:07.06,-64:15:51.1,,,,,,,,,,,8.00,0.90,5.01,0.56,,,,,,,,,,,,,-0.92,0.49,2
6311,050210-642502,05:02:10.85,-64:25:02.3,,,,,,,,,,,11.1,1.0,7.82,0.81,,,,,,,,,,,,,-0.69,0.44,2
6312,050210-681204,05:02:10.70,-68:12:04.3,,,,,125,24,104,17,,,28.1,1.2,17.3,1.8,,,3.89,0.45,,,,,,,,,-1.00,0.21,5
6313,050218-672653,05:02:18.19,-67:26:53.5,,,,,,,,,,,8.2,1.1,3.81,0.47,,,,,,,,,,,,,-1.51,0.59,2
6314,050219-715104,05:02:19.15,-71:51:04.3,,,,,,,,,,,21.0,1.0,13.3,1.3,,,3.96,0.44,,,,,,,,,-0.958,0.078,3
6315,053950-720704,05:39:50.52,-72:07:04.8,,,250,40,194,20,170,14,,,33.1,1.3,25.4,2.6,,,8.61,0.94,,,,,,,,,-0.93,0.14,6
6316,050226-630835,05:02:26.66,-63:08:35.2,384,59,294,29,248,15,153,11,,,60.0,2.0,35.6,3.6,,,,,,,,,,,,,-0.84,0.18,6
6317,050235-653409,05:02:35.57,-65:34:09.1,,,,,,,,,,,6.30,0.90,3.26,0.39,,,,,,,,,,,,,-1.30,0.54,2
6318,050241-633054,05:02:41.47,-63:30:54.4,,,,,,,,,,,13.8,1.0,6.42,0.72,,,,,,,,,,,,,-1.51,0.42,2
6319,050243-665030,05:02:43.49,-66:50:30.1,,,,,,,,,,,12.30,0.90,7.87,0.83,,,,,,,,,,,,,-0.88,0.39,2
6320,050249-675016,05:02:49.61,-67:50:16.8,,,182,43,151,23,98,17,,,33.8,1.4,20.5,2.1,,,5.45,0.61,,,,,,,,,-0.92,0.21,6
6321,050249-695153,05:02:49.58,-69:51:53.3,,,,,,,,,,,,,2.86,0.44,,,,,,,,,,,,,,,
6322,050256-684752,05:02:56.16,-68:47:52.1,,,,,,,,,,,,,2.17,0.22,,,,,,,,,,,,,,,
6323,050303-630109,05:03:03.14,-63:01:09.5,,,,,,,,,,,15.0,1.1,,,,,,,,,,,,,,,,,
6324,050304-661924,05:03:04.85,-66:19:25.0,,,,,,,,,,,7.7,1.1,3.71,0.43,,,,,,,,,,,,,-1.44,0.60,2
6325,050309-671037,05:03:09.65,-67:10:37.2,,,,,,,,,,,,,2.63,0.27,,,,,,,,,,,,,,,
6326,053145-721857,05:31:45.86,-72:18:57.2,,,203,31,199,21,132,14,,,41.2,1.6,25.0,2.5,,,,,,,,,,,,,-0.87,0.21,5
6327,050311-704854,05:03:11.45,-70:48:54.7,,,,,,,,,,,,,4.88,0.66,,,,,,,,,,,,,,,
6328,050336-691613,05:03:36.91,-69:16:13.4,,,,,,,,,,,,,3.20,0.33,,,,,,,,,,,,,,,
6329,050338-690323,05:03:38.59,-69:03:23.4,,,,,,,,,,,9.2,1.3,7.21,0.73,,,,,,,,,,,,,-0.48,0.62,2
6330,050341-630938,05:03:41.71,-63:09:38.9,322,61,299,59,158,21,,,,,20.8,1.1,12.0,1.2,,,,,,,,,,,,,-1.24,0.27,5
6331,050349-663254,05:03:49.82,-66:32:54.6,,,,,,,,,,,9.3,1.4,3.20,0.47,,,,,,,,,,,,,-2.11,0.71,2
6332,050356-675731,05:03:56.74,-67:57:31.0,,,,,,,,,,,16.3,1.1,13.4,1.4,,,2.55,0.38,,,,,,,,,-1.11,0.11,3
6333,050356-700219,05:03:56.86,-70:02:19.7,,,,,,,,,,,54.1,2.0,31.7,3.2,,,6.29,0.69,,,,,,,,,-1.242,0.087,3
6334,050357-634723,05:03:57.31,-63:47:23.3,,,,,,,,,,,14.6,1.1,8.36,0.86,,,,,,,,,,,,,-1.10,0.41,2
6335,050358-655334,05:03:58.49,-65:53:34.8,,,,,,,,,,,9.0,1.0,8.21,0.96,,,1.47,0.48,,,,,,,,,-1.10,0.14,3
6336,050401-722835,05:04:01.78,-72:28:35.8,,,,,,,,,,,17.2,3.5,2.29,0.23,,,,,,,,,,,,,-4.0,1.2,2
6337,051637-723707,05:16:37.97,-72:37:07.7,409,67,324,27,297,17,256,13,,,261,11,229,23,434,23,,,445,22,,,515,26,494,25,0.087,0.087,9
6338,050403-725512,05:04:03.07,-72:55:13.1,,,,,,,,,,,7.8,1.2,3.73,0.50,,,,,,,,,,,,,-1.45,0.67,2
6339,050410-631954,05:04:10.58,-63:19:54.8,,,,,,,,,,,15.8,1.2,7.36,0.78,,,,,,,,,,,,,-1.51,0.44,2
6340,050411-670106,05:04:11.64,-67:01:07.0,725,84,676,38,474,19,388,15,,,105.6,3.3,58.7,5.9,,,16.3,1.7,,,3.95,0.60,,,,,-1.078,0.078,8
6341,050412-713117,05:04:12.55,-71:31:17.8,,,,,,,,,,,,,2.59,0.26,,,,,,,,,,,,,,,
6342,050413-700455,05:04:13.37,-70:04:55.9,,,,,,,,,,,82.7,2.8,45.8,4.6,,,13.6,1.4,,,5.09,0.57,,,,,-1.147,0.091,4
6343,050428-633209,05:04:28.61,-63:32:09.2,,,,,,,,,,,17.0,1.0,10.7,1.1,,,,,,,,,,,,,-0.92,0.35,2
6344,050428-642936,05:04:28.54,-64:29:36.6,,,,,,,,,,,11.40,0.90,17.6,1.8,,,,,,,,,,,,,0.85,0.38,2
6345,050432-705400,05:04:32.69,-70:54:00.0,,,,,,,,,,,,,,,,,36.4,3.6,,,6.7,1.0,,,,,-2.88,0.36,2
6346,050436-643502,05:04:36.19,-64:35:02.8,,,,,,,,,,,7.20,0.90,3.98,0.53,,,,,,,,,,,,,-1.17,0.54,2
6347,050452-670124,05:04:52.01,-67:01:24.2,,,,,135,17,118,17,,,39.5,1.5,28.7,2.9,,,12.9,1.3,,,5.70,0.88,,,,,-0.75,0.13,6
6348,054427-715526,05:44:27.05,-71:55:26.0,959,98,873,33,788,19,793,14,,,334,10,212,21,59.0,7.0,52.7,5.3,,,22.7,2.3,,,,,-0.785,0.078,8
6349,050453-673704,05:04:53.04,-67:37:04.4,,,,,,,,,,,102.1,5.0,,,,,,,,,2.20,0.22,,,,,-1.641,0.097,2
6350,050456-673602,05:04:56.30,-67:36:02.2,958,97,751,45,581,23,,,,,91.8,2.9,,,,,,,,,2.45,0.24,,,,,-1.300,0.084,5
6351,050456-704504,05:04:56.52,-70:45:04.3,,,,,,,,,,,50.5,1.7,,,,,9.39,0.94,,,2.84,0.44,,,,,-1.170,0.073,3
6352,050505-641838,05:05:05.88,-64:18:38.9,3391,44,2701,22,2227,13,1776,11,1250,50,630,27,394,39,131,10,,,,,,,,,,,-0.801,0.072,8
6353,050505-684003,05:05:05.33,-68:40:03.4,,,,,,,,,,,15.5,1.0,7.26,0.78,,,2.31,0.33,,,,,,,,,-1.056,0.097,3
6354,050510-704435,05:05:10.18,-70:44:35.5,799,65,654,31,542,18,,,,,83.4,2.6,,,,,13.9,1.4,,,10.4,1.2,,,,,-0.993,0.063,6
6355,050513-685427,05:05:13.75,-68:54:27.7,,,,,,,,,,,28.4,1.2,16.9,1.7,,,5.89,0.62,,,2.69,0.27,,,,,-0.975,0.049,4
6356,050513-714603,05:05:13.37,-71:46:03.7,,,280,52,143,20,,,,,25.2,1.2,10.4,1.0,,,3.50,0.44,,,,,,,,,-1.17,0.21,5
6357,050525-694555,05:05:25.99,-69:45:55.8,,,,,,,,,,,,,2.19,0.22,,,,,,,,,,,,,,,
6358,050525-705611,05:05:25.99,-70:56:11.4,,,,,,,,,,,24.4,1.1,13.8,1.4,,,4.79,0.52,,,,,,,,,-0.915,0.079,3
6359,060531-711229,06:05:31.27,-71:12:29.9,,,221,39,206,26,184,15,,,93.9,3.1,75.6,7.6,59.0,7.0,,,78.0,4.0,,,66.0,3.0,40.0,5.0,-0.31,0.11,8
6360,050525-714455,05:05:25.08,-71:44:55.3,,,,,,,,,,,13.5,1.3,4.18,0.42,,,,,,,,,,,,,-2.32,0.50,2
6361,050528-705356,05:05:28.20,-70:53:56.8,,,166,43,174,24,,,,,41.2,1.5,19.0,1.9,,,8.07,0.86,,,2.60,0.46,,,,,-0.95,0.20,6
6362,050533-664250,05:05:33.98,-66:42:50.4,,,,,,,,,,,43.5,1.8,,,,,6.47,0.65,,,2.72,0.58,,,,,-1.164,0.095,3
6363,050540-645152,05:05:40.03,-64:51:52.9,,,,,,,,,,,9.9,1.0,13.2,1.3,,,,,,,,,,,,,0.56,0.46,2
6364,050543-665815,05:05:43.18,-66:58:16.0,,,,,,,,,,,29.2,1.2,18.2,1.8,,,3.69,0.51,,,,,,,,,-1.20,0.10,3
6365,050547-664327,05:05:47.14,-66:43:27.5,,,505,28,445,15,,,,,87.3,2.9,,,,,15.0,1.5,,,6.44,0.78,,,,,-1.008,0.056,5
6366,050559-684737,05:05:59.14,-68:47:37.7,,,,,366,38,222,24,,,69.8,2.2,38.5,3.9,,,9.31,0.96,,,3.03,0.31,,,,,-1.12,0.11,6
6367,050604-633702,05:06:04.87,-63:37:01.9,,,,,,,,,,,21.8,1.3,13.5,1.4,,,,,,,,,,,,,-0.94,0.37,2
6368,050606-630937,05:06:06.70,-63:09:37.8,1026,51,795,30,692,18,556,15,,,186.5,7.2,117,12,34.0,7.0,,,,,,,,,,,-0.83,0.14,7
6369,050606-710458,05:06:06.07,-71:04:58.4,,,,,,,,,,,19.1,1.1,8.63,0.88,,,1.70,0.46,,,,,,,,,-1.37,0.11,3
6370,055632-712906,05:56:32.16,-71:29:06.4,743,80,623,32,527,20,449,13,,,189.7,5.8,115,11,42.0,7.0,32.5,3.3,,,15.2,1.5,,,,,-0.800,0.081,8
6371,050617-625020,05:06:17.76,-62:50:20.4,,,,,97,21,82,18,,,23.7,3.3,,,,,,,,,,,,,,,-0.85,0.53,3
6372,050621-702823,05:06:21.72,-70:28:23.2,,,,,,,,,,,,,6.18,0.81,,,,,,,,,,,,,,,
6373,050623-630202,05:06:23.69,-63:02:02.4,,,,,105,16,92,17,,,47.5,1.7,,,,,,,,,,,,,,,-0.47,0.36,3
6374,050624-701254,05:06:24.31,-70:12:54.7,,,,,,,,,,,,,2.74,0.28,,,,,,,,,,,,,,,
6375,050625-704716,05:06:25.15,-70:47:16.5,,,,,,,95,17,,,31.4,1.2,20.2,2.0,,,8.11,0.87,,,3.63,0.52,,,,,-0.84,0.20,5
6376,050628-635535,05:06:28.73,-63:55:36.1,,,,,,,,,,,6.80,0.80,3.96,0.44,,,,,,,,,,,,,-1.07,0.47,2
6377,050636-741036,05:06:36.22,-74:10:36.8,,,,,,,,,,,,,1.97,0.29,,,,,,,,,,,,,,,
6378,050643-672559,05:06:43.03,-67:25:59.2,,,,,166,25,109,20,,,25.6,3.1,16.5,1.7,,,,,,,,,,,,,-1.04,0.31,4
6379,050644-655851,05:06:44.76,-65:58:51.6,,,,,,,,,,,7.2,1.3,1.94,0.20,,,,,,,,,,,,,-2.59,0.70,2
6380,050645-711845,05:06:45.38,-71:18:45.7,,,,,102,27,89,16,,,15.50,0.90,9.9,1.0,,,2.51,0.32,,,,,,,,,-1.10,0.26,5
6381,055957-712036,05:59:57.72,-71:20:36.2,1202,80,1031,33,849,18,749,13,,,238.9,7.3,131,13,24.0,6.0,,,,,,,,,,,-0.95,0.16,7
6382,050646-744228,05:06:46.22,-74:42:28.4,,,132,31,85,21,58,12,,,17.0,1.0,,,,,,,,,,,,,,,-1.00,0.42,4
6383,050649-670412,05:06:49.97,-67:04:12.4,444,98,364,37,275,20,228,16,,,62.4,3.1,36.6,3.7,,,10.0,1.0,,,3.99,0.52,,,,,-1.00,0.13,8
6384,050652-712048,05:06:52.97,-71:20:48.5,,,,,,,,,,,7.60,0.90,3.31,0.38,,,,,,,,,,,,,-1.64,0.49,2
6385,050655-735902,05:06:55.32,-73:59:02.4,,,,,,,,,,,20.2,3.9,3.72,0.46,,,,,,,,,,,,,-3.3,1.2,2
6386,050701-680413,05:07:01.49,-68:04:13.8,,,,,,,,,,,6.70,0.90,4.53,0.54,,,,,,,,,,,,,-0.77,0.54,2
6387,050702-674300,05:07:02.26,-67:43:00.1,,,,,,,,,,,18.50,0.90,11.7,1.2,,,4.06,0.51,,,,,,,,,-0.863,0.092,3
6388,050707-691901,05:07:07.73,-69:19:01.2,,,,,,,,,,,,,3.61,0.57,,,,,,,,,,,,,,,
6389,050710-714404,05:07:10.42,-71:44:04.5,,,,,272,19,304,15,,,140.9,4.3,73.7,7.4,,,8.90,0.92,,,,,,,,,-0.957,0.088,5
6390,050712-631853,05:07:12.12,-63:18:54.0,,,,,,,,,,,16.3,1.4,9.9,1.1,,,,,,,,,,,,,-0.98,0.51,2
6391,050714-625019,05:07:14.30,-62:50:19.7,656,49,594,33,525,19,445,17,,,129.6,4.1,,,,,,,,,,,,,,,-0.75,0.16,5
6392,044745-725429,04:47:45.98,-72:54:29.9,413,54,347,27,297,18,239,12,,,62.9,2.1,32.2,3.2,,,,,,,,,,,,,-0.93,0.16,6
6393,050727-672423,05:07:27.84,-67:24:23.0,,,,,,,,,,,,,2.15,0.22,,,,,,,,,,,,,,,
6394,050731-661514,05:07:31.22,-66:15:14.7,,,,,,,,,,,6.70,0.90,2.19,0.22,,,,,,,,,,,,,-2.20,0.51,2
6395,050735-700401,05:07:35.52,-70:04:01.9,,,,,,,,,,,,,3.69,0.58,,,,,,,,,,,,,,,
6396,050741-741942,05:07:41.52,-74:19:42.2,,,,,,,,,,,7.6,1.1,4.34,0.50,,,,,,,,,,,,,-1.11,0.60,2
6397,050743-675539,05:07:43.32,-67:55:39.3,,,,,,,,,,,18.6,1.0,10.9,1.1,,,2.79,0.35,,,,,,,,,-1.085,0.088,3
6398,050745-652624,05:07:45.05,-65:26:25.1,,,,,,,,,,,,,3.61,0.42,,,,,,,,,,,,,,,
6399,050748-665216,05:07:48.38,-66:52:16.0,,,,,,,,,,,,,3.19,0.41,,,,,,,,,,,,,,,
6400,050751-632109,05:07:51.60,-63:21:09.0,,,,,,,,,,,12.80,0.90,7.94,0.89,,,,,,,,,,,,,-0.94,0.41,2
6401,050752-744643,05:07:52.49,-74:46:43.7,,,,,,,,,,,6.40,0.90,,,,,,,,,,,,,,,,,
6402,050801-680931,05:08:01.56,-68:09:31.3,,,,,,,,,,,,,3.14,0.45,,,,,,,,,,,,,,,
6403,051213-723247,05:12:13.42,-72:32:47.4,,,167,40,164,18,190,14,,,187.1,5.7,144,14,71.0,7.0,,,,,,,,,,,-0.20,0.20,6
6404,050804-665502,05:08:04.01,-66:55:02.6,,,,,,,,,,,,,2.83,0.42,,,,,,,,,,,,,,,
6405,050805-690153,05:08:05.69,-69:01:53.8,,,,,,,,,,,15.7,1.3,8.9,1.4,,,,,,,,,,,,,-1.12,0.70,2
6406,050808-724748,05:08:08.90,-72:47:48.1,,,,,,,,,,,8.8,1.5,2.12,0.22,,,,,,,,,,,,,-2.81,0.73,2
6407,050813-674614,05:08:13.63,-67:46:14.9,,,,,124,21,115,18,,,29.2,1.2,16.6,1.7,,,4.49,0.60,,,,,,,,,-0.98,0.20,5
6408,050821-680517,05:08:21.74,-68:05:17.1,,,,,,,,,,,31.8,2.6,,,,,,,,,,,,,,,,,
6409,050831-720759,05:08:31.06,-72:07:59.5,,,251,44,122,21,115,19,,,9.0,1.0,3.29,0.38,,,,,,,,,,,,,-1.71,0.27,5
6410,050835-640758,05:08:35.02,-64:07:58.8,,,,,,,,,,,19.6,2.1,8.13,0.81,,,,,,,,,,,,,-1.74,0.63,2
6411,050839-662907,05:08:39.00,-66:29:07.4,,,,,,,,,,,19.3,1.2,11.3,1.2,,,2.56,0.35,,,,,,,,,-1.16,0.10,3
6412,050854-671533,05:08:54.86,-67:15:33.8,,,,,,,,,,,,,1.90,0.39,,,,,,,,,,,,,,,
6413,050855-722549,05:08:55.25,-72:25:49.4,,,343,43,271,22,234,18,,,64.2,3.3,40.7,4.1,,,,,,,,,,,,,-0.87,0.18,5
6414,061512-733150,06:15:12.43,-73:31:50.9,,,,,112,16,123,14,,,42.2,1.5,28.5,2.9,,,,,,,,,,,,,-0.67,0.24,4
6415,060901-705515,06:09:01.37,-70:55:15.9,2259,74,1716,35,1386,20,1126,13,790,50,366,14,213,21,69.0,7.0,,,,,,,,,,,-0.858,0.087,8
6416,050900-714054,05:09:00.00,-71:40:54.8,,,,,,,,,,,15.9,1.9,3.12,0.41,,,,,,,,,,,,,-3.21,0.68,2
6417,050907-712242,05:09:07.42,-71:22:43.0,,,,,90,21,81,15,,,33.4,1.3,21.9,2.2,,,6.38,0.67,,,,,,,,,-0.76,0.24,5
6418,050907-733303,05:09:07.46,-73:33:03.6,906,58,808,29,749,17,657,13,,,237.2,7.2,145,15,50.0,7.0,,,,,,,,,,,-0.73,0.12,7
6419,050914-690350,05:09:14.88,-69:03:50.4,,,,,,,,,,,13.9,1.1,5.91,0.60,,,,,,,,,,,,,-1.69,0.42,2
6420,050926-712803,05:09:26.28,-71:28:03.4,,,,,,,67,16,,,28.5,1.3,17.8,1.8,,,1.35,0.13,,,,,,,,,-1.20,0.31,4
6421,050930-635212,05:09:30.98,-63:52:12.0,,,,,,,,,,,10.4,1.0,5.92,0.64,,,,,,,,,,,,,-1.11,0.47,2
6422,050934-722908,05:09:34.66,-72:29:08.9,,,,,,,,,,,12.6,1.2,6.90,0.69,,,,,,,,,,,,,-1.19,0.48,2
