# col1   Name            RA            DEC            Peak         Peak_err         Flux         Flux_err         rms  
  1873   061301-683205   06:13:00.49   -68:32:07.10   89.0         0.7              109.3        0.9              0.77      
  1874   061302-684803   06:13:02.17   -68:48:10.59   20.2         0.8              26.0         1.0              0.87      
  1875   061307-724107   06:13:06.15   -72:41:09.74   134.4        0.6              157.2        0.8              0.67      
  1876   061308-671419   06:13:07.76   -67:14:21.42   7.2          0.8              8.2          0.9              0.8       
  1877   061313-705303   06:13:12.42   -70:53:10.11   3.5          0.7              5.0          1.0              0.68      
  1878   061316-732103   06:13:14.69   -73:21:05.23   8.3          0.8              9.4          0.9              0.78      
  1879   061318-672304   06:13:17.60   -67:23:06.64   114.8        0.8              141.0        1.0              0.8       
  1880   061320-701054   06:13:19.74   -70:10:56.94   34.5         0.7              41.0         0.9              0.77      
  1881   061323-673437   06:13:22.46   -67:34:38.47   22.8         0.7              42.0         1.0              0.74      
  1882   061326-700955   06:13:29.31   -70:09:50.82   11.1         0.7              18.0         1.0              0.77      
  1883   061330-720545   06:13:28.52   -72:05:48.60   3.9          0.7              5.0          1.0              0.7       
  1884   061330-734940   06:13:28.60   -73:49:47.10   6.0          1.0              8.0          2.0              1.07      
  1885   061337-714859   06:13:36.72   -71:49:06.15   4.2          0.7              5.3          0.9              0.68      
  1886   061337-701407   06:13:37.63   -70:14:11.27   14.5         0.7              20.0         1.0              0.77      
  1887   061339-725412   06:13:38.10   -72:54:19.05   10.4         0.8              11.5         0.9              0.79      
  1888   061349-684842   06:13:48.50   -68:48:45.84   55.5         0.8              74.0         1.0              0.87      
  1889   061349-702329   06:13:49.14   -70:23:29.80   23.4         0.7              27.0         0.9              0.77      
  1890   061354-685550   06:13:54.14   -68:55:54.24   98.8         0.8              120.0        1.0              0.87      
  1891   061400-695646   06:13:59.91   -69:56:47.30   10.8         0.7              11.6         0.8              0.75      
  1892   061402-733801   06:14:01.21   -73:38:04.72   27.0         1.0              33.0         1.0              1.02      
  1893   061403-705938   06:14:02.87   -70:59:43.11   7.1          0.7              6.9          0.7              0.68      
  1894   061409-711541   06:14:08.58   -71:15:47.84   10.1         0.8              12.0         0.9              0.78      
  1895   061415-690603   06:14:14.71   -69:06:07.44   16.7         0.9              19.0         1.0              0.92      
  1896   061420-734248   06:14:18.80   -73:42:50.54   7.0          1.0              8.0          1.0              1.02      
  1897   061423-664125   06:14:22.52   -66:41:29.80   58.8         0.7              70.7         0.9              0.73      
  1898   061438-691742   06:14:37.63   -69:17:41.10   41.0         2.0              54.0         3.0              0.92      
  1899   061445-711349   06:14:44.19   -71:13:52.45   116.9        0.7              143.0        1.0              0.78      
  1900   061448-720327   06:14:47.70   -72:03:28.69   34.0         0.6              38.7         0.8              0.67      
  1901   061453-683923   06:14:53.37   -68:39:21.40   6.8          0.7              9.0          1.0              0.77      
  1902   061459-693722   06:14:58.38   -69:37:26.73   6.7          0.7              8.0          1.0              0.75      
  1903   061501-684234   06:15:00.66   -68:42:39.66   30.4         0.8              39.0         1.0              0.87      
  1904   061503-693858   06:15:03.85   -69:38:55.48   6.1          0.7              8.0          1.0              0.75      
  1905   061504-682607   06:15:02.59   -68:26:18.91   4.6          0.8              6.0          1.0              0.77      
  1906   061505-700036   06:15:02.95   -70:00:39.10   8.0          0.7              11.0         1.0              0.75      
  1907   061512-733150   06:15:11.04   -73:31:54.95   24.0         1.0              28.0         1.0              1.02      
  1908   061524-673223   06:15:22.55   -67:32:15.87   4.8          0.8              5.0          1.0              0.8       
  1909   061541-704758   06:15:41.03   -70:48:01.86   36.8         0.7              42.5         0.8              0.71      
  1910   061542-710756   06:15:42.37   -71:07:54.39   13.1         0.8              16.0         1.0              0.88      
  1911   061548-722304   06:15:47.76   -72:23:05.95   45.7         0.6              55.5         0.7              0.61      
  1912   061552-695013   06:15:49.50   -69:50:16.05   12.1         0.7              29.0         2.0              0.89      
  1913   061553-683455   06:15:52.81   -68:34:58.27   98.0         1.0              121.0        1.0              1.01      
  1914   061554-721945   06:15:52.41   -72:19:48.21   4.9          0.6              6.1          0.8              0.61      
  1915   061558-682255   06:15:57.47   -68:22:57.61   22.0         1.0              28.0         1.0              1.01      
  1916   061606-700024   06:16:06.90   -70:00:32.13   5.3          0.9              7.0          1.0              0.89      
  1917   061607-715319   06:16:07.06   -71:53:18.34   16.5         0.6              19.6         0.8              0.67      
  1918   061610-705058   06:16:08.26   -70:50:54.06   4.5          0.7              6.0          1.0              0.71      
  1919   061629-703536   06:16:29.15   -70:35:39.93   29.0         0.7              32.9         0.8              0.7       
  1920   061636-720418   06:16:35.82   -72:04:18.87   18.6         0.6              22.8         0.8              0.67      
  1921   061639-712147   06:16:38.43   -71:21:58.91   5.7          0.9              6.0          1.0              0.88      
  1922   061640-681748   06:16:38.94   -68:17:49.35   27.3         0.8              33.0         1.0              0.84      
  1923   061642-683404   06:16:41.57   -68:34:07.11   28.0         1.0              38.0         1.0              1.01      
  1924   061644-682354   06:16:44.25   -68:23:58.52   52.0         1.0              62.0         1.0              1.01      
  1925   061649-690435   06:16:49.86   -69:04:40.24   10.0         1.0              12.0         1.0              0.92      
  1926   061652-711625   06:16:51.38   -71:16:30.90   4.6          0.9              6.0          1.0              0.88      
  1927   061654-721012   06:16:53.29   -72:10:14.01   43.7         0.6              52.2         0.7              0.61      
  1928   061656-691545   06:16:55.80   -69:15:48.26   272.4        0.9              323.0        1.0              0.92      
  1929   061657-724505   06:16:56.99   -72:45:07.88   10.0         0.6              10.8         0.6              0.57      
  1930   061722-683034   06:17:19.32   -68:30:26.83   81.7         0.9              129.0        2.0              1.01      
  1931   061723-721922   06:17:22.70   -72:19:24.74   34.4         0.6              39.4         0.7              0.61      
  1932   061724-712112   06:17:22.12   -71:21:13.81   7.1          0.8              8.0          1.0              0.88      
  1933   061726-702711   06:17:25.59   -70:27:11.44   4.9          0.8              6.0          1.0              0.79      
  1934   061726-701648   06:17:25.85   -70:16:52.00   27.0         0.8              32.0         1.0              0.82      
  1935   061732-700920   06:17:33.27   -70:09:14.59   7.0          0.8              12.0         1.0              0.82      
  1936   061737-730323   06:17:36.45   -73:03:23.24   5.0          0.6              5.9          0.8              0.64      
  1937   061738-721014   06:17:38.21   -72:10:21.61   3.5          0.6              5.0          1.0              0.61      
  1938   061740-733314   06:17:38.63   -73:33:16.85   48.0         1.0              60.0         1.0              1.02      
  1939   061748-711525   06:17:46.93   -71:15:28.59   7.2          0.8              9.0          1.0              0.88      
  1940   061750-692800   06:17:49.78   -69:28:06.08   24.0         1.0              30.0         1.0              0.75      
  1941   061754-694838   06:17:53.69   -69:48:41.80   31.8         0.8              39.0         1.0              0.89      
  1942   061756-721058   06:17:56.41   -72:10:58.86   28.3         0.7              34.4         0.8              0.69      
